Compound,Label,struct_file_path,maximum_MendeleevNumber,range_MendeleevNumber,avg_dev_MendeleevNumber,range_AtomicWeight,mean_AtomicWeight,avg_dev_AtomicWeight,mode_AtomicWeight,range_MeltingT,mean_MeltingT,avg_dev_MeltingT,range_Column,avg_dev_Column,mode_Column,maximum_Row,range_Row,mean_Row,avg_dev_Row,maximum_CovalentRadius,range_CovalentRadius,mean_CovalentRadius,avg_dev_CovalentRadius,minimum_Electronegativity,maximum_Electronegativity,range_Electronegativity,mean_Electronegativity,avg_dev_Electronegativity,mode_Electronegativity,avg_dev_NsValence,mode_NsValence,range_NpValence,mean_NpValence,avg_dev_NpValence,mode_NpValence,range_NdValence,mean_NdValence,avg_dev_NdValence,mode_NdValence,range_NfValence,avg_dev_NfValence,minimum_NValence,range_NValence,mean_NValence,avg_dev_NValence,mode_NValence,range_NsUnfilled,avg_dev_NsUnfilled,minimum_NpUnfilled,maximum_NpUnfilled,range_NpUnfilled,mean_NpUnfilled,avg_dev_NpUnfilled,mode_NpUnfilled,range_NdUnfilled,avg_dev_NdUnfilled,range_NfUnfilled,avg_dev_NfUnfilled,minimum_NUnfilled,range_NUnfilled,mean_NUnfilled,avg_dev_NUnfilled,mode_NUnfilled,minimum_GSvolume_pa,range_GSvolume_pa,mean_GSvolume_pa,avg_dev_GSvolume_pa,mode_GSvolume_pa,avg_dev_GSbandgap,mode_GSbandgap,avg_dev_GSmagmom,maximum_SpaceGroupNumber,range_SpaceGroupNumber,mean_SpaceGroupNumber,avg_dev_SpaceGroupNumber,mode_SpaceGroupNumber,minimum_oxidation_state,range_oxidation_state,std_dev_oxidation_state,ewald_energy_per_atom,mean_absolute_deviation_in_relative_bond_length,max_relative_bond_length,min_relative_bond_length,minimum_neighbor_distance_variation,maximum_neighbor_distance_variation,range_neighbor_distance_variation,mean_neighbor_distance_variation,avg_dev_neighbor_distance_variation,mean_absolute_deviation_in_relative_cell_size,gii,struct_ordered,struct_disordered,avg_mm_dists,max_mx_dists,min_mx_dists,avg_mx_dists,max_xx_dists,min_xx_dists,avg_xx_dists,v_m,v_x,iv,iv_p1,est_hubbard_u,est_charge_trans,volume_per_site
Ca4Mn3O10,2,../data/Structures/MIT_materials/HighT/Ca4Mn3O10_CollCode_86648.cif,87,80,29.41176471,38.938645,28.53647853,14.74950415,15.9994,1464.2,562.6470588,597.467128,14,5.743944637,16,4,2,2.823529412,0.968858131,176,110,104.7647059,45.60553633,1,3.44,2.44,2.532352941,1.067820069,3.44,0,2,4,2.352941176,1.937716263,4,5,0.882352941,1.453287197,0,0,0,2,5,5.235294118,1.522491349,6,0,0,0,2,2,1.176470588,0.968858131,2,5,1.453287197,0,0,0,5,2.058823529,1.038062284,2,9.105,28.665,16.09369168,10.20061568,9.105,0,0,9.01389E-05,225,213,98.29411765,101.5224913,12,-2,9,3.435112807,-35.25051486,0.058332276,1.075984999,0.786076024,0.010542551,0.161647855,0.151105304,0.120967622,0.026510187,0.121564457,0.588032539,1,0,3.717532205,2.419179885,1.845203646,1.964896559,3.18857241,2.335535199,2.758927983,-41.98176403,27.10913153,51.21,72.41,17.32655676,2.841627625,10.97102433
CaFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/CaCu3Fe4O12_CollCode_259139.cif,87,80,16.62,47.5466,32.30444,19.566048,15.9994,1756.2,654.4955,719.6346,14,3.66,16,4,2,2.8,0.96,176,110,94.6,34.32,1,3.44,2.44,2.765,0.81,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,0,0,2,9,6.95,1.635,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,0,0,0,4,2.15,0.74,2,9.105,28.665,11.158,2.6612,9.105,0,0,0.675412096,229,217,98,103.2,12,-2,6,3.336230625,-38.07643111,0.064622593,1.142764831,0.85829936,0.003970373,0.185453368,0.181482996,0.128025542,0.061974199,0.1054259,0.296188214,1,0,3.64846,2.74263045,1.902409064,2.322519757,2.797639128,2.578731528,2.741580504,-26.8530692,25.09539172,20.29239,36.841,12.6018352,17.74524308,9.713120203
CaFeO3,2,../data/Structures/MIT_materials/HighT/CaFeO3_HT_CollCode_92330.cif,87,80,26.88,39.8456,28.78424,15.341808,15.9994,1756.2,618.08,675.936,14,5.28,16,4,2,2.8,0.96,176,110,101.2,42.24,1,3.44,2.44,2.63,0.972,3.44,0,2,4,2.4,1.92,4,6,1.2,1.92,0,0,0,2,6,5.6,1.44,6,0,0,0,2,2,1.2,0.96,2,4,1.28,0,0,0,4,2,0.8,2,9.105,28.665,15.163,9.0428,9.105,0,0,0.675412096,229,217,98,103.2,12,-2,6,3.380617019,-37.50379807,0.07714175,1.082298616,0.807145626,0.003656882,0.135617092,0.13196021,0.091336155,0.045321504,0.136566019,0.296188214,1,0,3.770678973,1.922128129,1.912193118,1.918708025,3.33072636,2.667663111,2.831353564,-46.1661385,24.61444765,54.91,75,16.27115196,0.654902384,10.73039811
Cd2Os2O7,2,../data/Structures/MIT_materials/HighT/Cd2Os2O7_RoomT_CollCode_155773.cif,87,30,10.87603306,174.2306,65.20707273,62.62794711,15.9994,3251.2,744.0036364,931.6350413,8,2.776859504,16,6,4,3.272727273,1.619834711,144,78,94.36363636,36.09917355,1.69,3.44,1.75,2.896363636,0.691900826,3.44,0,2,4,2.545454545,1.851239669,4,10,2.909090909,3.702479339,0,14,4.165289256,6,16,10,5.090909091,6,0,0,0,2,2,1.272727273,0.925619835,2,4,1.190082645,0,0,0,4,2,0.727272727,2,9.105,10.39,11.90045455,3.55785124,9.105,0,0,0,194,182,78.18181818,84.23140496,12,-2,10,4.163331999,-44.34661328,0.072334477,1.076554738,0.801080189,7.65251E-17,0.197988347,0.197988347,0.094597119,0.044021204,0.142507645,0.205911495,1,0,3.595860721,1.934394708,1.934394708,1.934394708,3.638845166,2.66215454,3.045249379,-51.8595579,27.01941651,55,70.1,11.09549284,8.724150244,11.95531143
Cu(IrS2)2,2,../data/Structures/MIT_materials/HighT/CuIr2S4_HT_CollCode_75531.cif,88,28,13.06122449,160.152,82.32,62.79828571,32.065,2350.64,1198.458571,925.8269388,7,3.102040816,16,6,3,4,1.142857143,141,36,119.1428571,16.16326531,1.9,2.58,0.68,2.374285714,0.235102041,2.58,0.244897959,2,4,2.285714286,1.959183673,4,10,3.428571429,3.918367347,0,14,5.714285714,6,17,11.57142857,6.530612245,6,1,0.244897959,0,2,2,1.142857143,0.979591837,2,3,1.224489796,0,0,1,2,2.142857143,0.489795918,2,11.07,14.716875,20.37678571,6.182959184,25.786875,1.078530612,2.202,0,225,155,136.4285714,75.91836735,70,-2,6,3.130495168,-27.58279874,0.057467308,1.050283894,0.907392959,9.37896E-17,0.189751298,0.189751298,0.133771084,0.07644062,0.122161619,2.103966192,1,0,3.481581659,2.367475528,2.367475528,2.367475528,3.760108191,3.203055126,3.484364699,-28.508956,21.33578333,28,40,7.864049328,20.48844293,17.05205445
DyFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/DyCu3Fe4O12_HT_CollCode_237419.cif,87,56,15.18,146.5006,38.42554,26.911368,15.9994,1756.2,682.9955,753.8346,13,3.6,16,6,4,2.9,1.08,192,126,95.4,35.28,1.22,3.44,2.22,2.776,0.7968,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,10,0.95,6,6,7.45,1.74,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,4,0.38,1,3,2.35,0.825,2,9.105,22.135,10.8315,2.1124,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,5,3.230291412,-35.58173478,0.061260835,1.11922634,0.853679412,0.000935587,0.184734109,0.183798522,0.125817115,0.06241347,0.098796186,0.359702903,1,0,3.657205,2.784396929,1.938136195,2.361266562,2.906746534,2.564432146,2.747438384,-33.78772166,24.35901426,36.841,57.38,16.60166261,7.49664613,9.78313193
DyNiO3,2,../data/Structures/MIT_materials/HighT/DyNiO3_553K_CollCode_162114.cif,87,56,19.68,146.5006,53.83832,45.406704,15.9994,1673.2,715.48,792.816,13,4.56,16,6,4,3.2,1.44,192,126,102.8,44.16,1.22,3.44,2.22,2.69,0.9,3.44,0,2,4,2.4,1.92,4,8,1.6,2.56,0,10,3.2,6,6,8,2.4,6,0,0,0,2,2,1.2,0.96,2,2,0.64,4,1.28,2,2,2.4,0.64,2,9.105,22.135,13.775,6.986,9.105,0,0,0.190526304,225,213,91,94.8,12,-2,5,3.273268354,-34.15375573,0.066345182,1.044494792,0.834137046,0.015455944,0.155503988,0.140048044,0.100049237,0.044622359,0.118907379,0.219756193,1,0,3.764301134,1.993155787,1.934323194,1.962510362,3.204939155,2.726161385,2.831061298,-36.89595723,23.74425015,35.187,54.92,15.9076817,10.40502885,10.74821082
ErFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/ErCu3Fe4O12_HT_CollCode_237421.cif,87,52,14.94,151.2596,38.66349,27.196908,15.9994,1756.2,687.2455,758.9346,13,3.6,16,6,4,2.9,1.08,189,123,95.25,35.1,1.24,3.44,2.2,2.777,0.7956,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,12,1.14,6,8,7.55,1.86,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,2,0.19,1,3,2.25,0.7,2,9.105,21.48,10.79875,2.06,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,5,3.230291412,-35.60644501,0.061165275,1.118727395,0.854643386,0.000904725,0.185981134,0.185076409,0.126083094,0.062561705,0.09802071,0.356527159,1,0,3.655205,2.786859462,1.933145557,2.36000251,2.903694852,2.552795172,2.746535538,-33.8551645,24.37717899,36.841,57.38,16.59950823,7.578987375,9.767090527
ErNiO3,2,../data/Structures/MIT_materials/HighT/ErNiO3_653K_CollCode_191795.cif,87,52,18.72,151.2596,54.79012,46.548864,15.9994,1715.2,732.48,813.216,13,4.56,16,6,4,3.2,1.44,189,123,102.2,43.44,1.24,3.44,2.2,2.694,0.8952,3.44,0,2,4,2.4,1.92,4,8,1.6,2.56,0,12,3.84,6,8,8.4,2.88,6,0,0,0,2,2,1.2,0.96,2,2,0.64,2,0.64,2,0,2,0,2,9.105,21.48,13.644,6.7764,9.105,0,0,0.190526304,225,213,91,94.8,12,-2,5,3.273268354,-34.26901488,0.064291621,1.0456126,0.839270949,0.018069411,0.158046734,0.139977322,0.100022178,0.044582039,0.115799629,0.230297469,1,0,3.746928198,1.996409232,1.93105448,1.961756851,3.169306026,2.734152741,2.822356081,-36.80690196,23.89647611,35.187,54.92,15.88994531,10.46538126,10.61833637
EuFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/EuCu3Fe4O12_HT_CollCode_237403.cif,87,62,15.54,135.9646,37.89874,26.279208,15.9994,1756.2,653.4955,718.4346,13,3.6,16,6,4,2.9,1.08,198,132,95.7,35.64,1.185,3.44,2.255,2.77425,0.7989,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,7,0.665,6,5,7.3,1.56,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,7,0.665,1,6,2.5,1.05,2,9.105,27.355,11.0925,2.53675,9.105,0,0,0.675412096,229,217,98.2,103.44,12,-2,5,3.230291412,-35.44992767,0.063193516,1.133439816,0.868252106,0.002712306,0.198945369,0.196233063,0.130329877,0.063731619,0.101002684,0.160571031,1,0,3.68653,2.822514167,1.883336005,2.352925086,2.828305816,2.487670444,2.777554001,-34.97357891,24.30730888,36.841,57.38,16.63298269,8.609178691,10.02035973
EuNiO3,2,../data/Structures/MIT_materials/HighT/EuNiO3_CollCode_88039.cif,87,62,21.12,135.9646,51.73112,42.878064,15.9994,1673.2,597.48,651.216,13,4.56,16,6,4,3.2,1.44,198,132,104,45.6,1.185,3.44,2.255,2.683,0.9084,3.44,0,2,4,2.4,1.92,4,8,1.6,2.56,0,7,2.24,6,4,7.4,1.68,6,0,0,0,2,2,1.2,0.96,2,2,0.64,7,2.24,2,5,3,1.6,2,9.105,27.355,14.819,8.6564,9.105,0,0,0.190526304,229,217,98,103.2,12,-2,5,3.273268354,-34.01318371,0.07053961,1.053429715,0.823650975,0.009365679,0.150583489,0.14121781,0.098665699,0.0448592,0.125566592,0.300669325,1,0,3.785324034,1.97149516,1.946452291,1.955233495,3.217923604,2.738738693,2.843460476,-37.26160695,23.36450399,35.187,54.92,15.92892672,10.36362466,10.89049869
Fe3O4,2,../data/Structures/MIT_materials/HighT/Fe3O4_HT_CollCode_26410.cif,87,32,15.67346939,39.8456,33.07608571,19.51621224,15.9994,1756.2,807.4571429,860.1795918,8,3.918367347,16,4,2,2.857142857,0.979591837,132,66,94.28571429,32.32653061,1.83,3.44,1.61,2.75,0.788571429,3.44,0,2,4,2.285714286,1.959183673,4,6,2.571428571,2.93877551,0,0,0,6,2,6.857142857,0.979591837,6,0,0,0,2,2,1.142857143,0.979591837,2,4,1.959183673,0,0,2,2,2.857142857,0.979591837,2,9.105,1.625,9.801428571,0.795918367,9.105,0,0,1.033794024,229,217,105,106.2857143,12,-2,5,3.082207001,-32.00055679,0.059039518,1.051659578,0.927280027,3.59607E-17,0.190278677,0.190278677,0.132373734,0.075642134,0.098565886,0.296188214,1,0,3.341809958,2.058216032,1.888617098,2.015816298,3.084098807,2.851426225,2.968332454,-24.60727718,24.63408329,30.651,54.91,19.95006257,3.736210024,10.56171366
FeBiO3,2,../data/Structures/MIT_materials/HighT/BiFeO3_R3ch_RoomT_CollCode_230683.cif,87,32,10.16,192.981,62.56472,58.566272,15.9994,1756.2,503.96,538.992,8,2.48,16,6,4,3.2,1.44,148,82,95.6,35.52,1.83,3.44,1.61,2.834,0.7272,3.44,0,2,4,3,1.2,4,10,3.2,3.84,0,14,4.48,6,23,11,7.2,6,0,0,0,3,3,1.8,0.72,2,4,1.28,0,0,2,2,2.6,0.72,2,9.105,23.845,14.199,7.5004,9.105,0,0,0.675412096,229,217,55.4,69.44,12,-2,5,3.273268354,-33.00745771,0.07868142,1.084575936,0.803296451,0.108706441,0.135559363,0.026852922,0.126291636,0.011121272,0.14340993,0.316956417,1,0,3.975056635,2.250545863,1.793447615,2.021996739,3.528363858,2.678326394,2.977193987,-37.50935377,22.39508719,30.651,54.91,20.63649815,14.42112485,12.56021433
FeS,2,../data/Structures/MIT_materials/HighT/FeS_HT_CollCode_35008.cif,88,33,16.5,23.78,43.955,11.89,32.065,1422.64,1099.68,711.32,8,4,8,4,1,3.5,0.5,132,27,118.5,13.5,1.83,2.58,0.75,2.205,0.375,1.83,0,2,4,2,2,0,6,3,3,0,0,0,6,2,7,1,6,0,0,0,2,2,1,1,0,4,2,0,0,2,2,3,1,2,10.73,15.056875,18.2584375,7.5284375,10.73,1.101,0,1.0553314,229,159,149.5,79.5,70,-2,4,2.828427125,-20.10630832,0.01493463,1.01493463,0.98506537,0.050839934,0.097242869,0.046402936,0.074041402,0.023201468,0.035416073,0.293393286,1,0,3.115675877,2.502008014,2.435535977,2.474371917,3.547527425,3.449336352,3.488007807,-19.92563882,20.28620272,16.1992,30.651,9.830122211,22.91910831,15.14965854
GdFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/GdCu3Fe4O12_HT_CollCode_237417.cif,87,60,15.42,141.2506,38.16304,26.596368,15.9994,1756.2,678.0455,747.8946,13,3.6,16,6,4,2.9,1.08,196,130,95.6,35.52,1.2,3.44,2.24,2.775,0.798,3.44,0.255,2,4,2.4,1.92,4,10,2.75,3.475,0,7,0.665,6,5,7.35,1.62,6,1,0.255,0,2,2,1.2,0.96,2,9,1.875,7,0.665,1,15,2.95,1.725,2,9.105,22.945,10.872,2.1772,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,5,3.230291412,-35.51245383,0.061760933,1.12226178,0.854475269,0.001225093,0.185206151,0.183981057,0.126215347,0.062461792,0.098247683,0.33521298,1,0,3.66592,2.787212067,1.937262769,2.362237418,2.899009536,2.570543104,2.754201156,-33.86047049,24.31822823,36.841,57.38,16.61102285,7.531115261,9.853237375
GdNiO3,2,../data/Structures/MIT_materials/HighT/GdNiO3_CollCode_88040.cif,87,60,20.64,141.2506,52.78832,44.146704,15.9994,1673.2,695.68,769.056,13,4.56,16,6,4,3.2,1.44,196,130,103.6,45.12,1.2,3.44,2.24,2.686,0.9048,3.44,0,2,4,2.4,1.92,4,8,1.8,2.48,0,7,2.24,6,4,7.6,1.92,6,0,0,0,2,2,1.2,0.96,2,9,2.72,7,2.24,2,14,4.8,4.48,2,9.105,22.945,13.937,7.2452,9.105,0,0,0.190526304,225,213,91,94.8,12,-2,5,3.273268354,-34.07199618,0.069358541,1.048332787,0.826603648,0.013498756,0.151840492,0.138341736,0.099133934,0.044167563,0.123783943,0.304128694,1,0,3.777860393,1.983924991,1.938933724,1.956399558,3.226412486,2.717247661,2.83782008,-37.16380797,23.50739905,35.187,54.92,15.9214113,10.41311028,10.83742847
Hg2Ru2O7,2,../data/Structures/MIT_materials/HighT/Hg2Ru2O7_Pyro_RoomT_CollCode_420818.cif,87,31,10.87603306,184.5906,65.02870909,62.40093884,15.9994,2552.2,551.4763636,747.4631405,8,2.776859504,16,6,4,3.272727273,1.619834711,146,80,92.54545455,33.78512397,2,3.44,1.44,2.952727273,0.620165289,3.44,0.297520661,2,4,2.545454545,1.851239669,4,10,3.090909091,3.933884298,0,14,4.165289256,6,20,10,5.818181818,6,1,0.297520661,0,2,2,1.272727273,0.925619835,2,3,0.892561983,0,0,0,4,2,0.727272727,2,9.105,16.13258621,12.83910658,4.752499288,9.105,0,0,0,194,182,73.09090909,77.75206612,12,-2,7,3.844639125,-44.4768069,0.074085194,1.076338215,0.796265716,3.83797E-17,0.200861679,0.200861679,0.096047421,0.043521045,0.147103599,0.301193992,1,0,3.606629957,1.928491715,1.928491715,1.928491715,3.654838576,2.684030655,3.051351114,-52.29310904,27.00966455,59,76,13.00745012,5.125163778,12.06304826
HoFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/HoCu3Fe4O12_HT_CollCode_237420.cif,87,54,15.06,148.93092,38.547056,27.0571872,15.9994,1756.2,686.0955,757.5546,13,3.6,16,6,4,2.9,1.08,192,126,95.4,35.28,1.23,3.44,2.21,2.7765,0.7962,3.44,0.255,2,4,2.4,1.92,4,10,2.7,3.51,0,11,1.045,6,7,7.5,1.8,6,1,0.255,0,2,2,1.2,0.96,2,4,1.28,3,0.285,1,3,2.3,0.75,2,9.105,21.62833333,10.80616667,2.071866667,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,5,3.230291412,-35.5878469,0.061219395,1.118996591,0.853931546,0.000918952,0.185077228,0.184158276,0.125882248,0.062454473,0.098590718,0.356775402,1,0,3.656685,2.785248741,1.936893268,2.361071005,2.906333238,2.561142174,2.747211878,-33.80206412,24.36336943,36.841,57.38,16.6011027,7.514838663,9.778959477
K3(MoO3)10,2,../data/Structures/MIT_materials/HighT/K0.3MoO3_HT_CollCode_73509.cif,87,84,20.18388318,79.9606,36.20643953,28.19586912,15.9994,2841.2,735.1997674,1005.023364,15,4.705246079,16,5,3,2.837209302,1.168199027,203,137,96.02325581,41.89291509,0.82,3.44,2.62,2.959534884,0.670416441,3.44,0.421849648,2,4,2.790697674,1.687398594,4,5,1.162790698,1.784748513,0,0,0,1,5,5.651162791,0.648999459,6,1,0.421849648,0,2,2,1.395348837,0.843699297,2,5,1.784748513,0,0,1,5,2.860465116,1.460248783,2,9.105,64.00166667,15.10162791,8.367387777,9.105,0,0,0,229,217,77.60465116,91.54137372,12,-2,8,4.780496507,-57.03495347,0.114835174,1.204415737,0.756663542,0.063218495,0.147332708,0.084114213,0.115656935,0.025829569,0.249090555,0.273563465,1,0,3.510127265,2.351091836,1.691184852,1.966840533,3.405289292,2.552669257,2.871595578,-40.71551931,41.55768635,68.82704,125.638,52.70864435,-1.58585903,13.95370294
KV4O8,2,../data/Structures/MIT_materials/HighT/K2V8O16_HT_CollCode_100596.cif,87,84,23.47928994,34.9421,28.52765385,15.41938935,15.9994,2128.2,731.3023077,893.352426,15,5.585798817,16,4,2,2.769230769,0.946745562,203,137,103.3076923,45.91715976,0.82,3.44,2.62,2.681538462,0.933491124,3.44,0.142011834,2,4,2.461538462,1.893491124,4,3,0.923076923,1.278106509,0,0,0,1,5,5.307692308,0.852071006,6,1,0.142011834,0,2,2,1.230769231,0.946745562,2,7,2.982248521,0,0,1,6,3.461538462,2.177514793,2,9.105,64.00166667,15.22974359,8.904142012,9.105,0,0,0,229,217,95.46153846,102.7218935,12,-2,7,3.568570285,-40.47580607,0.109670422,1.250879813,0.821785564,0.01501681,0.187184473,0.172167663,0.116102018,0.074775433,0.201976557,0.296188214,1,0,3.316802062,1.978241398,1.869527151,1.942926493,3.550220794,2.597516398,2.922681896,-41.10536838,27.04989488,42.359525,60.6384875,13.93753671,10.67360225,11.13254431
LaCoO3,2,../data/Structures/MIT_materials/HighT/LaCoO3_HT_CollCode_201764.cif,87,74,24.72,122.90607,49.167373,39.8015676,15.9994,1713.2,625.08,684.336,13,4.8,16,6,4,3.2,1.44,207,141,106.2,48.24,1.1,3.44,2.34,2.66,0.936,3.44,0,2,4,2.4,1.92,4,7,1.6,2.16,0,0,0,3,6,6,1.2,6,0,0,0,2,2,1.2,0.96,2,9,2.88,0,0,2,7,3.6,2.16,2,9.105,27.7925,14.8915,8.8024,9.105,0,0,0.495510784,194,182,84.8,87.36,12,-2,5,3.273268354,-33.28354696,0.080811013,1.098576132,0.797972468,0.001116828,0.12554693,0.124430102,0.08603679,0.047412168,0.143085664,0.20542005,1,0,3.860890863,1.947725798,1.947725798,1.947725798,3.512103767,2.730051516,2.905934903,-38.03510156,22.40073812,33.5,51.27,14.0403815,11.83196557,11.50905036
LaCr4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LaCu3Cr4O12_CollCode_248598.cif,87,74,17.7,122.90607,36.4760335,24.5719602,15.9994,2125.2,732.1955,812.8746,13,4.08,16,6,4,2.9,1.08,207,141,97.55,37.86,1.1,3.44,2.34,2.736,0.8448,3.44,0.455,2,4,2.4,1.92,4,10,2.55,3.215,0,0,0,3,8,6.6,1.32,6,1,0.455,0,2,2,1.2,0.96,2,9,2.175,0,0,1,8,3,1.8,2,9.105,27.7925,11.206375,2.5691125,9.105,0,0,0,229,217,96.45,101.34,12,-2,8,3.344613681,-37.04514228,0.06387243,1.137567873,0.850928517,0.003051253,0.17750809,0.174456837,0.125507576,0.061190703,0.103527763,0.296188214,1,0,3.65814,2.737768106,1.942982621,2.340375364,2.850422688,2.64117708,2.745051204,-26.65906918,24.73685236,20.29239,36.841,12.61227897,17.24000592,9.790637306
LaFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LaCu3Fe4O12_HT_CollCode_259141.cif,87,74,16.26,122.90607,37.2458135,25.4956962,15.9994,1756.2,658.3955,724.3146,13,3.6,16,6,4,2.9,1.08,207,141,96.15,36.18,1.1,3.44,2.34,2.77,0.804,3.44,0.255,2,4,2.4,1.92,4,10,2.75,3.475,0,0,0,3,8,7,1.6,6,1,0.255,0,2,2,1.2,0.96,2,9,1.875,0,0,1,8,2.6,1.2,2,9.105,27.7925,11.114375,2.5783125,9.105,0,0,0.675412096,229,217,96.45,101.34,12,-2,5,3.230291412,-36.49042076,0.064216649,1.139473245,0.85695893,0.003431578,0.184644382,0.181212805,0.127556242,0.062010658,0.104259768,0.296188214,1,0,3.707655,2.79002406,1.94028285,2.365153455,2.859343536,2.623536678,2.785544739,-26.78250427,24.36691393,20.29239,36.841,12.66484789,17.05796031,10.19360835
LuFe4(CuO4)3,2,../data/Structures/MIT_materials/HighT/LuCu3Fe4O12_HT_CollCode_237424.cif,87,46,14.58,158.9674,39.04888,27.659376,15.9994,1881.2,695.5455,768.8946,13,3.6,16,6,4,2.9,1.08,187,121,95.15,34.98,1.27,3.44,2.17,2.7785,0.7938,3.44,0.255,2,4,2.4,1.92,4,10,2.75,3.475,0,14,1.33,6,11,7.7,2.04,6,1,0.255,0,2,2,1.2,0.96,2,9,1.875,0,0,1,8,2.6,1.2,2,9.105,19.76,10.71275,1.9293,9.105,0,0,0.675367154,229,217,96.45,101.34,12,-2,5,3.230291412,-35.6169962,0.060454531,1.114646913,0.853461461,0.000576415,0.18513626,0.184559845,0.125486321,0.06243594,0.098837735,0.379943367,1,0,3.651675,2.78888621,1.9394498,2.364168005,2.92134,2.55179049,2.74352196,-33.66829762,24.373153,36.841,57.38,16.59570001,7.398844976,9.738820258
LuNiO3,2,../data/Structures/MIT_materials/HighT/LuNiO3_673K_CollCode_191796.cif,87,46,17.28,158.9674,56.33168,48.398736,15.9994,1881.2,765.68,853.056,13,4.56,16,6,4,3.2,1.44,187,121,101.8,42.96,1.27,3.44,2.17,2.7,0.888,3.44,0,2,4,2.4,1.92,4,8,1.8,2.48,0,14,4.48,6,11,9,3.6,6,0,0,0,2,2,1.2,0.96,2,9,2.72,0,0,2,7,3.4,2.24,2,9.105,19.76,13.3,6.226,9.105,0,0,0.190346536,225,213,91,94.8,12,-2,5,3.273268354,-34.46082802,0.061312417,1.046939754,0.846718956,0.018982413,0.161942102,0.142959689,0.101234232,0.045769871,0.109965028,0.244158624,1,0,3.721984546,1.996228988,1.933768754,1.962366618,3.109607451,2.710735978,2.811248498,-36.62541999,24.05613792,35.187,54.92,15.86419028,10.44584192,10.41941565
MgTi2O4,2,../data/Structures/MIT_materials/HighT/MgTi2O4_HT_CollCode_28324.cif,87,44,17.46938776,31.8676,26.29094286,12.32917551,15.9994,1886.2,717.7428571,757.6489796,14,6.204081633,16,4,2,2.714285714,0.816326531,160,94,103.5714286,42.93877551,1.31,3.44,2.13,2.592857143,0.968163265,3.44,0,2,4,2.285714286,1.959183673,4,2,0.571428571,0.816326531,0,0,0,2,4,4.857142857,1.306122449,6,0,0,0,2,2,1.142857143,0.979591837,2,8,3.265306122,0,0,0,8,3.428571429,2.612244898,2,9.105,13.785,13.24142857,4.727346939,9.105,0,0,9.19728E-06,194,182,90,89.14285714,12,-2,6,3.055050463,-31.2136507,0.058960759,1.051590664,0.896712601,1.04812E-16,0.185941821,0.185941821,0.127954993,0.073117139,0.095424107,0.340124294,1,0,2.996011432,2.1185,2.1185,2.1185,2.996011432,2.996011432,2.996011432,-30.54247704,24.24577041,27.49171,43.26717,10.96918662,12.78862444,10.86619144
NaOsO3,2,../data/Structures/MIT_materials/HighT/NaOsO3_CollCode_252431.cif,87,85,27.6,174.2306,52.24359386,55.19456246,15.9994,3251.2,768.254,1015.0984,15,5.52,16,6,4,3,1.2,166,100,101.6,42.72,0.93,3.44,2.51,2.69,0.9,3.44,0.32,2,4,2.4,1.92,4,6,1.2,1.92,0,14,4.48,1,21,8.2,5.52,6,1,0.32,0,2,2,1.2,0.96,2,4,1.28,0,0,1,3,2.2,0.72,2,9.105,20.13833333,14.12966667,6.045466667,9.105,0,0,0,229,217,91.8,95.76,12,-2,7,3.683941988,-43.55774073,0.074165499,1.068862431,0.814586253,0.003492044,0.140625954,0.13713391,0.098384636,0.045018388,0.130903527,0.309738048,1,0,3.78881827,1.945435062,1.938739831,1.941229043,3.260186244,2.72366601,2.842540971,-53.28777356,25.90745763,55,70.1,11.29943503,9.066614564,10.87327165
